"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-jGFFOr href","sc-1hp8d8a-0","sc-1q7bklc-1","sc-jGFFOr href 2","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-jGFFOr href 3","sc-1hez2tp-0 14","sc-1hez2tp-0 15","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-1hez2tp-0 19","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-1hez2tp-0 22","sc-s1isp7-5 src 18","sc-1hez2tp-0 23","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-1q7bklc-1 4"
"","","star-fill","50% OFF up to 100","34 min","star-fill","https://b.zmtcdn.com/data/pictures/1/19755061/5e07799a7eb63b137ad2fd3ce455d158_o2_featured_v2.jpg","","https://b.zmtcdn.com/data/pictures/4/19761134/9b1cf87ca60979f0ee2abc9bcf2e1c5d_o2_featured_v2.jpg","Pizza, Fast Food, Beverages, Shake","https://b.zmtcdn.com/data/pictures/9/19757079/97f4daede38d5c3fe2256a7bbb346188_o2_featured_v2.jpg","₹100 for one","","","","","","","","50% OFF up to 100","","50 min","","North Indian, Maharashtrian","","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/pizza-wala-cuffe-parade/order","Pizza Wala","","https://www.zomato.com/mumbai/shan-e-elahi-hotel-mohammad-ali-road/order","Shan E Elahi Hotel","","53 min","https://www.zomato.com/mumbai/zainab-kitchen-mohammad-ali-road/order","North Indian","₹100 for one","Zainab Kitchen","-","","50% OFF up to 100","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","-"
"star-fill","","star-fill","50% OFF up to 100","45 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Salad, Burger, Sandwich, Pizza, Lebanese, Fast Food, Street Food, Rolls","","₹200 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","49 min","https://www.zomato.com/mumbai/colaba-restaurants","Mughlai, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","475+ orders placed from here recently","https://www.zomato.com/mumbai/shalimar-fast-food-1-mohammad-ali-road/order","Shalimar Fast Food","4.0","https://www.zomato.com/mumbai/chula-handi-mazgaon/order","Chula Handi","","50% OFF up to 100","https://www.zomato.com/mumbai/vegan-kaf%C3%A9-1-cuffe-parade/order","42 min","North Indian, Salad, Fast Food","Vegan Kafé","-","₹200 for one","Follows all Max Safety measures to ensure your food is safe","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","34 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","Arabian, Beverages, Shake","","₹200 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","45 min","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Sichuan","","₹200 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hummus-house-kafe-cuffe-parade/order","Hummus House Kafe","3.5","https://www.zomato.com/mumbai/heramb-chinese-corner-kalbadevi/order","Heramb Chinese Corner","","47 min","https://www.zomato.com/mumbai/the-urban-kitchen-girgaum/order","Pizza, Pasta, Fast Food","₹200 for one","The Urban Kitchen","-","","50% OFF up to 100","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","2.7"
"star-fill","star-fill","star-fill","50% OFF up to 100","42 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Desserts, Beverages, Waffle, Shake","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","50+ orders placed from here recently","","Restaurant partner follows WHO protocol","","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","41 min","https://www.zomato.com/mumbai/colaba-restaurants","Fast Food, Sandwich","","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/s-y-c-satisfy-your-cravings-mazgaon/order","S.Y.C - Satisfy Your Cravings","4.0","https://www.zomato.com/mumbai/mumbadevi-sandwich-corner-charni-road/order","Mumbadevi Sandwich Corner","4.2","46 min","https://www.zomato.com/mumbai/spices-flavours-1-chowpatty/order","Pizza, Italian, Fast Food, Street Food, Chinese, Beverages, North Indian, Rolls","₹200 for one","Spices & Flavours","-","","50% OFF up to 100","","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","",""
"","","star-fill","50% OFF up to 100","52 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","","","Biryani, Chinese, North Indian, Sandwich, Beverages","","₹200 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","36 min","https://www.zomato.com/mumbai/colaba-restaurants","South Indian","","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/hotel-orient-regency-grant-road/order","Hotel Orient Regency","","https://www.zomato.com/mumbai/foodilicious-nariman-point/order","Foodilicious","","50 min","https://www.zomato.com/mumbai/dongri-chinese-mohammad-ali-road/order","Chinese, Sichuan","₹200 for one","Dongri Chinese","-","","50% OFF up to 100","","","","","","","","","","","","","-"
"star-fill","","star-fill","50% OFF up to 100","37 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","62 min","https://www.zomato.com/mumbai/colaba-restaurants","Sandwich, Burger, Rolls, Italian, Chinese, Street Food, Fast Food, Sichuan","","₹300 for one","","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/nova-artisan-gelato-kemps-corner/order","Nova Artisan Gelato","3.7","https://www.zomato.com/mumbai/jaiswal-kitchen-mahalaxmi/order","Jaiswal Kitchen","","45 min","https://www.zomato.com/mumbai/azra-cst/order","Ice Cream, Shake","₹300 for one","Azra","4.3","","50% OFF up to 100","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","3.3"
"star-fill","","star-fill","50% OFF up to 100","43 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Chinese, North Indian, Italian, Beverages, Sichuan","","₹300 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","60 min","https://www.zomato.com/mumbai/colaba-restaurants","Bakery","","₹300 for one","","125+ orders placed from here recently","https://www.zomato.com/mumbai/belstone-girgaum/order","Belstone","4.0","https://www.zomato.com/mumbai/cake-adda-2-byculla/order","Cake Adda","","52 min","https://www.zomato.com/mumbai/sizzling-wok-mazgaon/order","Chinese, Sichuan","₹300 for one","Sizzling Wok","3.1","","50% OFF up to 100","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","47 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Chinese, Momos, Sichuan, Asian","","₹300 for one","","Pro extra 15% OFF","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","38 min","https://www.zomato.com/mumbai/colaba-restaurants","Fast Food, Rolls, Shake, Juices, Sichuan","","₹300 for one","","","https://www.zomato.com/mumbai/ching-chong-asian-mohammad-ali-road/order","Ching Chong Asian","3.1","https://www.zomato.com/mumbai/ninad-cold-drinks-centre-churchgate/order","Ninad Cold Drinks Centre","","41 min","https://www.zomato.com/mumbai/central-sweets-mumbai-central/order","Mithai, Mishti","₹300 for one","Central Sweets","4.0","","50% OFF up to 100","","","","","","","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","59 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Bakery","","₹300 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","59 min","https://www.zomato.com/mumbai/colaba-restaurants","Bakery","","₹300 for one","","","https://www.zomato.com/mumbai/cake-lab-1-byculla/order","Cake Lab","3.5","https://www.zomato.com/mumbai/bake-studio-2-byculla/order","Bake Studio","3.9","55 min","https://www.zomato.com/mumbai/sufis-corner-byculla/order","Fast Food, Burger, Pizza, Sandwich, Sichuan","₹300 for one","Sufi's Corner","-","","50% OFF up to 100","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","68 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Pizza, Burger, Continental, Cuisine Varies, Finger Food, Fast Food, Kebab, Momos","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","52 min","https://www.zomato.com/mumbai/colaba-restaurants","Fast Food, North Indian","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","","https://www.zomato.com/mumbai/soul-food-grant-road/order","Soul Food","-","https://www.zomato.com/mumbai/tasty-fast-food-corner-mohammad-ali-road/order","Tasty Fast Food Corner","","50% OFF up to 100","https://www.zomato.com/mumbai/mag-st-bread-co-colaba/order","20 min","Bakery, Desserts","Mag St. Bread Co","4.3","₹100 for one","225+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"","star-fill","star-fill","50% OFF up to 100","43 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","32 min","https://www.zomato.com/mumbai/colaba-restaurants","Pizza","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/iktara-colaba/order","Iktara","","https://www.zomato.com/mumbai/mag-st-toppings-colaba/order","Mag St. Toppings","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/the-brooklyn-creamery-healthy-ice-cream-girgaum/order","34 min","Ice Cream, Desserts","The Brooklyn Creamery - Healthy Ice Cream","-","₹100 for one","150+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","125+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","3.3"
"star-fill","","star-fill","50% OFF up to 100","72 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Fast Food, Chinese","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","44 min","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Mughlai, Italian, South Indian, Malaysian, Chinese","","₹100 for one","","","https://www.zomato.com/mumbai/central-chinese-fast-food-tardeo/order","Central Chinese & Fast Food","-","https://www.zomato.com/mumbai/sai-siddhi-kitchen-non-veg-byculla/order","Sai Siddhi Kitchen Non-Veg","","46 min","https://www.zomato.com/mumbai/fry-eat-mohammad-ali-road/order","North Indian, Burger, Chinese, Momos, Fast Food, Street Food","₹100 for one","Fry & Eat","-","","50% OFF up to 100","","","","","","","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","48 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Bakery, Desserts, Healthy Food","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","26 min","https://www.zomato.com/mumbai/colaba-restaurants","Beverages, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","","","https://www.zomato.com/mumbai/ahlan-luxury-gourmet-2-kemps-corner/order","Ahlan Luxury Gourmet","4.0","https://www.zomato.com/mumbai/sagar-dairy-farm-marine-lines/order","Sagar Dairy Farm","4.0","50% OFF up to 100","https://www.zomato.com/mumbai/nagori-sufi-darbar-grant-road/order","37 min","Street Food, Fast Food, Beverages","Nagori Sufi Darbar","4.3","₹100 for one","350+ orders placed from here recently","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","43 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Chinese","https://www.zomato.com/mumbai/colaba-restaurants","₹100 for one","https://www.zomato.com/mumbai/colaba-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","125+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","60 min","https://www.zomato.com/mumbai/colaba-restaurants","Street Food","","₹100 for one","","","https://www.zomato.com/mumbai/chinese-hub-mazgaon/order","Chinese Hub","3.6","https://www.zomato.com/mumbai/ocean-1-byculla/order","Ocean","","34 min","https://www.zomato.com/mumbai/cafekiwd-cuffe-parade/order","Shake","₹100 for one","Cafekiwd","-","","50% OFF up to 100","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","48 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","North Indian, Biryani, Kebab, Mughlai, Seafood, Chinese","","₹100 for one","","50+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","34 min","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Desserts","","₹100 for one","","50+ orders placed from here recently","https://www.zomato.com/mumbai/status-lunch-home-1-mazgaon/order","Status Lunch Home","-","https://www.zomato.com/mumbai/thali-and-combo-meals-for-2-budget-food-colaba/order","Thali And Combo Meals For 2- Budget Food","","26 min","https://www.zomato.com/mumbai/the-brooklyn-creamery-healthy-ice-cream-1-marine-lines/order","Ice Cream","₹100 for one","The Brooklyn Creamery - Healthy Ice Cream","-","","50% OFF up to 100","","","","","","","","","","","","","-"
"","star-fill","star-fill","50% OFF up to 100","47 min","","https://www.zomato.com/mumbai/colaba-restaurants","","","Shawarma, Middle Eastern, Fast Food","","₹100 for one","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","","26 min","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream","","₹100 for one","","","https://www.zomato.com/mumbai/sheiks-shawarma-kemps-corner/order","Sheik's Shawarma","","https://www.zomato.com/mumbai/flavours-ice-cream-2-marine-lines/order","Flavours Ice Cream","3.8","32 min","https://www.zomato.com/mumbai/mikails-pizza-place-colaba/order","Pizza, Coffee, Shake, Desserts","₹100 for one","Mikail's Pizza Place","-","","50% OFF up to 100","","","","","","","","","","","","",""
"star-fill","","star-fill","50% OFF up to 100","42 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Chinese, Salad, Arabian, Kebab, North Indian, Seafood","","₹100 for one","","250+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","48 min","https://www.zomato.com/mumbai/colaba-restaurants","Japanese, Thai, Asian","","₹100 for one","","125+ orders placed from here recently","https://www.zomato.com/mumbai/persianaa-royal-dining-byculla/order","Persianaa Royal Dining","4.0","https://www.zomato.com/mumbai/happy-thai-express-girgaum/order","Happy Thai Express","","54 min","https://www.zomato.com/mumbai/saminas-kitchen-mazgaon/order","North Indian, Wraps","₹100 for one","Samina's Kitchen","-","","50% OFF up to 100","","","","","","","","","","","","","-"
