"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 16","sc-1hez2tp-0 19","sc-s1isp7-5 src 17","sc-1hez2tp-0 21","sc-s1isp7-5 src 18","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3"
"","star-fill","star-fill","50% OFF up to 100","59 min","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Rolls, Biryani","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","","","https://www.zomato.com/mumbai/fort-restaurants","30% OFF","","57 min","","Fast Food, Sandwich, Waffle, Pancake, Shake, Beverages","","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","1600+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","Indizza - The Delivery Kitchen","","Waffle Shack","4.1","50% OFF up to 100","65 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Biryani, Chinese, Mughlai, Seafood, Kebab, Desserts","₹250 for one","Angrezi Dhaba","3.6","50+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/indizza-the-delivery-kitchen-worli/order","https://www.zomato.com/mumbai/waffle-shack-lower-parel/order","https://www.zomato.com/mumbai/angrezi-dhaba-mahalaxmi/order"
"","star-fill","star-fill","50% OFF up to 100","67 min","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹250 for one","","","https://www.zomato.com/mumbai/fort-restaurants","30% OFF","","62 min","","Burger, Wraps, Fast Food, Shake","","₹250 for one","https://www.zomato.com/mumbai/fort-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","","Dolci E Snacks","","The Burger Shack Co","4.1","","33 min","","","","Ice Cream, Bakery","₹250 for one","Meemee’s","4.3","200+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","","","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/dolci-e-snacks-colaba/order","https://www.zomato.com/mumbai/the-burger-shack-co-lower-parel/order","https://www.zomato.com/mumbai/meemees-mazgaon/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","27 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Beverages, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹100 for one","https://www.zomato.com/mumbai/fort-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","39 min","https://www.zomato.com/mumbai/fort-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹100 for one","https://www.zomato.com/mumbai/fort-restaurants","900+ orders placed from here recently","","Restaurant partner follows WHO protocol","","Anando","4.0","Good Fettle - Healthy Ice Cream","4.5","62 min","North Indian, Chinese, Biryani, Sichuan","","","","₹100 for one","","House Of Bowls","4.1","50% OFF up to 100","","","","https://www.zomato.com/mumbai/fort-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/anando-chowpatty/order","https://www.zomato.com/mumbai/good-fettle-healthy-ice-cream-breach-candy/order","https://www.zomato.com/mumbai/house-of-bowls-lower-parel/order"
"star-fill","","star-fill","50% OFF up to 100","34 min","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","Coffee, Beverages, Burger, Fast Food","","₹100 for one","","Follows all Max Safety measures to ensure your food is safe","","50% OFF up to 100","","30 min","","Fast Food, North Indian, Roast Chicken, BBQ","","₹100 for one","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","McCafe by McDonald's","3.7","Bhatti Chicken Wings","","50% OFF up to 100","36 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","European, Continental, North Indian, Fast Food, Desserts, Beverages","₹100 for one","The Goose & Gridiron","3.5","125+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","125+ orders placed from here recently","","","https://www.zomato.com/mumbai/fort-restaurants","","","","https://www.zomato.com/mumbai/mccafe-by-mcdonalds-fort/order","https://www.zomato.com/mumbai/bhatti-chicken-wings-fort/order","https://www.zomato.com/mumbai/the-goose-gridiron-fort/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","32 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages, Shake","https://www.zomato.com/mumbai/fort-restaurants","₹100 for one","","900+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","","31 min","","Desserts, Ice Cream, Shake","","₹100 for one","https://www.zomato.com/mumbai/fort-restaurants","150+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","","Hotel Saurabh","3.6","Alfa Kulfi & Ice Cream","4.2","50% OFF up to 100","30 min","","","","Chinese, Mughlai, North Indian, Sichuan","₹100 for one","Cafe Irani","4.0","50+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","","","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/hotel-saurabh-colaba/order","https://www.zomato.com/mumbai/alfa-kulfi-ice-cream-byculla/order","https://www.zomato.com/mumbai/cafe-irani-cst/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","30 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Fast Food, Lebanese, Beverages, Shake","https://www.zomato.com/mumbai/fort-restaurants","₹100 for one","","2675+ orders placed from here recently","","50% OFF up to 100","","32 min","","Maharashtrian, Street Food","","₹100 for one","https://www.zomato.com/mumbai/fort-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","","Khan's","4.0","Jalsa Fast Food","3.9","50% OFF up to 100","33 min","","","","Street Food, Beverages, Desserts","₹100 for one","Kamath's Govindashram Pavbhaji","4.0","475+ orders placed from here recently","","","","","","","","","","https://www.zomato.com/mumbai/khans-mumbai-central/order","https://www.zomato.com/mumbai/jalsa-fast-food-girgaum/order","https://www.zomato.com/mumbai/kamaths-govindashram-pavbhaji-girgaum/order"
"","star-fill","star-fill","50% OFF up to 100","67 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Modern Indian, Bar Food, Beverages, Desserts","https://www.zomato.com/mumbai/fort-restaurants","₹600 for one","https://www.zomato.com/mumbai/fort-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","57 min","https://www.zomato.com/mumbai/fort-restaurants","South Indian, Kerala, Chettinad, Seafood, Beverages","https://www.zomato.com/mumbai/fort-restaurants","₹600 for one","https://www.zomato.com/mumbai/fort-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","The Bombay Canteen","","Thangabali","4.2","50% OFF up to 100","47 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Ice Cream, Desserts","₹600 for one","Myfroyoland Premium Frozen Yoghurt","3.6","275+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/thebombaycanteen/order","https://www.zomato.com/mumbai/thangabali-mahim/order","https://www.zomato.com/mumbai/myfroyoland-premium-frozen-yoghurt-matunga-east/order"
"star-fill","","star-fill","50% OFF up to 100","51 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Chinese, Sichuan","https://www.zomato.com/mumbai/fort-restaurants","₹600 for one","https://www.zomato.com/mumbai/fort-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","68 min","https://www.zomato.com/mumbai/fort-restaurants","Chinese, Fast Food, North Indian, Italian, Mexican, Shake","https://www.zomato.com/mumbai/fort-restaurants","₹600 for one","https://www.zomato.com/mumbai/fort-restaurants","50+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","","Bhandarkar Restaurant","3.9","Invento","","50% OFF up to 100","27 min","","","","Street Food","₹600 for one","Famous Bhelpuri House","4.3","250+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","75+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/bhandarkar-restaurant-mahalaxmi/order","https://www.zomato.com/mumbai/invento-lower-parel/order","https://www.zomato.com/mumbai/famous-bhelpuri-house-colaba/order"
"star-fill","","star-fill","50% OFF up to 100","31 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","South Indian","","₹600 for one","","850+ orders placed from here recently","","50% OFF up to 100","","38 min","","Mithai, Mishti, Desserts, Street Food","","₹600 for one","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","Pongal Express","4.0","Brijwasi Sweets","","50% OFF up to 100","32 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Fast Food, Italian, Chinese, North Indian, Desserts, Beverages","₹600 for one","Relish - International Veg Cuisine","4.1","500+ orders placed from here recently","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/fort-restaurants","500+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/pongal-express-grant-road/order","https://www.zomato.com/mumbai/brijwasi-sweets-1-breach-candy/order","https://www.zomato.com/mumbai/relish-international-veg-cuisine-churchgate/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","35 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian","https://www.zomato.com/mumbai/fort-restaurants","₹600 for one","","125+ orders placed from here recently","","50% OFF up to 100","","39 min","","North Indian, Chinese, Biryani, Beverages, Sichuan","","₹600 for one","https://www.zomato.com/mumbai/fort-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","","","Delhi Pulao Corner","3.6","Shree Ram Punjab","3.7","50% OFF up to 100","53 min","","","","Momos","₹600 for one","Qmomo","3.1","50+ orders placed from here recently","","","","","","","","","","https://www.zomato.com/mumbai/delhi-pulao-corner-byculla/order","https://www.zomato.com/mumbai/shree-ram-punjab-sewri/order","https://www.zomato.com/mumbai/qmomo-parel/order"
"star-fill","","star-fill","50% OFF up to 100","47 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","North Indian, Mughlai, Biryani","https://www.zomato.com/mumbai/fort-restaurants","₹350 for one","https://www.zomato.com/mumbai/fort-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","51 min","https://www.zomato.com/mumbai/fort-restaurants","Biryani","https://www.zomato.com/mumbai/fort-restaurants","₹350 for one","https://www.zomato.com/mumbai/fort-restaurants","175+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","The Halal Bros.","3.7","Bamboo Biryani House","","50% OFF up to 100","53 min","","","","American","₹350 for one","The Nutcracker","4.2","1500+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","275+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/the-halal-bros-parel/order","https://www.zomato.com/mumbai/bamboo-biryani-house-lower-parel/order","https://www.zomato.com/mumbai/the-nutcracker-parel/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","52 min","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","Chinese, North Indian, Mughlai, Biryani, Fast Food, Sichuan","https://www.zomato.com/mumbai/fort-restaurants","₹350 for one","","700+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","","21 min","","Cafe, Beverages, Turkish, Bakery, Desserts","","₹350 for one","https://www.zomato.com/mumbai/fort-restaurants","250+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Restaurant partner follows WHO protocol","","The Palate","3.8","Hurrem's Turkish Baklava Confectionery","4.5","50% OFF up to 100","62 min","","","","Gujarati, Street Food, Mithai, Beverages","₹350 for one","Green Gujarat","3.2","250+ orders placed from here recently","","","","https://www.zomato.com/mumbai/fort-restaurants","","","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/fort-restaurants","https://www.zomato.com/mumbai/the-palate-1-sion/order","https://www.zomato.com/mumbai/hurrems-turkish-baklava-confectionery-fort/order","https://www.zomato.com/mumbai/green-gujarat-lower-parel/order"
"star-fill","star-fill","star-fill","50% OFF up to 100","62 min","https://www.zomato.com/mumbai/fort-restaurants","","https://www.zomato.com/mumbai/fort-restaurants","Desserts, Bakery","https://www.zomato.com/mumbai/fort-restaurants","₹350 for one","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/fort-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/fort-restaurants","51 min","https://www.zomato.com/mumbai/fort-restaurants","North Indian","https://www.zomato.com/mumbai/fort-restaurants","₹350 for one","https://www.zomato.com/mumbai/fort-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/fort-restaurants","Follows all Max Safety measures to ensure your food is safe","","Nutmeg - The Gourmet Shop","4.0","Paratha Galli","3.7","50% OFF up to 100","24 min","","","","Bakery, Desserts","₹350 for one","Daniel Pâtissier","4.3","725+ orders placed from here recently","","","","","","https://www.zomato.com/mumbai/fort-restaurants","","","","https://www.zomato.com/mumbai/nutmeg-the-gourmet-shop-parel/order","https://www.zomato.com/mumbai/paratha-galli-lower-parel/order","https://www.zomato.com/mumbai/daniel-p%C3%A2tissier-marine-lines/order"
